user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
geishaadoll_,boo,1048640821895909378,2018-10-06 18:27:09,/geishaadoll_/status/1048640821895909378,1,0,0,TINO MARIE. YOUR REALLY PISSING ME OFF TRYNA COME FOR MY KIDS NOW. STFU AND GET THIS L!! OR HELP YO SON WITH HIS FUCCIN HOMEWORK. SCHOOL KEEPS CALLIN  IM NOT THE ONE TO INVOLVE KIDS SIS. LETS NOT DO THIS. THINK OF THE LIFE YOUR KIDS WILL HAVE WITH A MOTHER IN THE GRAVE!! https://twitter.com/xorealestrie/status/1048640028597833728 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">TINO MARIE. YOUR REALLY PISSING ME OFF TRYNA COME FOR MY KIDS NOW. STFU AND GET THIS L!! OR HELP YO SON WITH HIS FUCCIN <strong>HOMEWORK</strong>. SCHOOL KEEPS CALLIN <img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/> IM <strong>NOT</strong> THE ONE TO INVOLVE KIDS SIS. <strong>LETS</strong> <strong>NOT</strong> <strong>DO</strong> THIS. THINK OF THE LIFE YOUR KIDS WILL HAVE WITH A MOTHER IN THE GRAVE!! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/xorealestrie/status/1048640028597833728"" dir=""ltr"" href=""https://t.co/HxAHgKB8qQ"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/xorealestrie/status/1048640028597833728""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/xorealestrie/s</span><span class=""invisible"">tatus/1048640028597833728</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
lauraelenaaMX,nunu,1054399215617691648,2018-10-22 15:48:57,/lauraelenaaMX/status/1054399215617691648,0,0,0,"Im soo damn tired, had a physics test, had 2 freakin appointments at the hospital cuz they think im not really doing well with my wEiGhT and still have to do my homework BUT THE FIRST THING ILL DO ONCE ARRIVED HOME IS CATCH ON THE VLIVE IM SO HYPE LETS GO LESBIAns #ShootOut","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Im soo damn tired, had a physics test, had 2 freakin appointments at the hospital cuz they think im <strong>not</strong> really doing well with my wEiGhT and still have to <strong>do</strong> my <strong>homework</strong> BUT THE FIRST THING ILL <strong>DO</strong> ONCE ARRIVED HOME IS CATCH ON THE VLIVE IM SO HYPE <strong>LETS</strong> GO LESBIAns <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ShootOut?src=hash""><s>#</s><b>ShootOut</b></a></p>"
KTG_1990,Kyle Graham,1054277163061522432,2018-10-22 07:43:57,/KTG_1990/status/1054277163061522432,0,0,0,Hi guys lets stop children from learning about the benefits of hard work. They already know what's best for them so they can decide for themselves whether or not to do homework...sheer lunacy. This is the kind of parenting that harms student development https://twitter.com/tombennett71/status/1053901474105905152 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Hi guys <strong>lets</strong> stop children from learning about the benefits of hard work. They already know what's best for them so they can decide for themselves whether or <strong>not</strong> to <strong>do</strong> <strong>homework</strong>...sheer lunacy. This is the kind of parenting that harms student development <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/tombennett71/status/1053901474105905152"" dir=""ltr"" href=""https://t.co/eWrOQlZ3K9"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/tombennett71/status/1053901474105905152""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/tombennett71/s</span><span class=""invisible"">tatus/1053901474105905152</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
jackie_galier,Jackie Galier,1046756946160824320,2018-10-01 13:41:18,/jackie_galier/status/1046756946160824320,2,0,0,"Lets see how busy I am this week: do a map assignment, do my math homework, do my math project for Friday, and watch an hour long video and take notes for a class on Friday. Not to mention cheer and dance is this week.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Lets</strong> see how busy I am this week: <strong>do</strong> a map assignment, <strong>do</strong> my math <strong>homework</strong>, <strong>do</strong> my math project for Friday, and watch an hour long video and take notes for a class on Friday. <strong>Not</strong> to mention cheer and dance is this week.</p>"
chattnoar,chat noir,1046562111999086593,2018-10-01 00:47:06,/chattnoar/status/1046562111999086593,1,1,0,i hate homework i'm lazy fUCK THE SYSTEM I'M NOT GONNA DO IT lets watch boku no hero academia,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">i hate <strong>homework</strong> i'm lazy fUCK THE SYSTEM I'M <strong>NOT</strong> GONNA <strong>DO</strong> IT <strong>lets</strong> watch boku no hero academia</p>"
ArifEthiopia,ARIF ETHIOPIA,1056508895559073792,2018-10-28 11:32:04,/ArifEthiopia/status/1056508895559073792,0,0,0,"Let’s do our homework first.Lets stabilize z country first.Address issues of locals.Housing,transportation etc...Let’s not open the gate for influx of brothers without extreme vetting.set up a way to check their background.Avoid Drug lords,pimps& lowlife thugs","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Let’s <strong>do</strong> our <strong>homework</strong> first.<strong>Lets</strong> stabilize z country first.Address issues of locals.Housing,transportation etc...Let’s <strong>not</strong> open the gate for influx of brothers without extreme vetting.set up a way to check their background.Avoid Drug lords,pimps&amp; lowlife thugs</p>"
WingedRev,WingedRevelations,1056382884771176454,2018-10-28 03:11:21,/WingedRev/status/1056382884771176454,2,0,0,"Listen, I can be cool and hip with the youth if i want, a'ight. Isn't that right yolo swag kids? Lets go hang out at the Fortnite. But not after 9, thats irresponsible, We got homework to do. pic.twitter.com/TSwD70D1jl","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Listen, I can be cool and hip with the youth if i want, a'ight. Isn't that right yolo swag kids? <strong>Lets</strong> go hang out at the Fortnite. But <strong>not</strong> after 9, thats irresponsible, We got <strong>homework</strong> to <strong>do</strong>. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/TSwD70D1jl"">pic.twitter.com/TSwD70D1jl</a></p>"
ValliAnthony,Anthony Valli,1052401195560656896,2018-10-17 03:29:32,/ValliAnthony/status/1052401195560656896,3,0,0,"Youtube was down and I actually said, “Anthony lets do some homework tonight why not?”","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Youtube was down and I actually said, “Anthony <strong>lets</strong> <strong>do</strong> some <strong>homework</strong> tonight why <strong>not</strong>?”</p>"
Obi_Vin_Kenobi,Obi-Vin Kenobi,1051142894743113735,2018-10-13 16:09:30,/Obi_Vin_Kenobi/status/1051142894743113735,0,0,0,As long as your wealthy your a automatically not corrupt? Lmaooo what logic are you using Mr.Marxist? Kennedy family huh? Lets all do our homework and find out how the Kennedys and the Reagans made their money shall we? Her husband being a banker is a red flag not a solution ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">As long as your wealthy your a automatically <strong>not</strong> corrupt? Lmaooo what logic are you using Mr.Marxist? Kennedy family huh? <strong>Lets</strong> all <strong>do</strong> our <strong>homework</strong> and find out how the Kennedys and the Reagans made their money shall we? Her husband being a banker is a red flag <strong>not</strong> a solution <img alt=""😄"" aria-label=""Emoji: Smiling face with open mouth and smiling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f604.png"" title=""Smiling face with open mouth and smiling eyes""/></p>"
lets_say_truth,Eagle  🦅 Eyes  👀,1051017554762838016,2018-10-13 07:51:26,/lets_say_truth/status/1051017554762838016,0,1,0,"Google got few more information you check that.. I'm not bating for Rahul or anybody.. 
Modi must answer the questions, beating around Bush tactics won't work.
I have every information from the day start negotiations with DASSAULT.

I'm not the one you think
Do your homework ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Google got few more information you check that.. I'm <strong>not</strong> bating for Rahul or anybody.. <img alt=""😜"" aria-label=""Emoji: Face with stuck-out tongue and winking eye"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f61c.png"" title=""Face with stuck-out tongue and winking eye""/>
Modi must answer the questions, beating around Bush tactics won't work.
I have every information from the day start negotiations with DASSAULT.

I'm <strong>not</strong> the one you think
<strong>Do</strong> your <strong>homework</strong> <img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/></p>"
